index,axis-0,axis-1,axis-2,axis-3,label
0,0.0,0.0,290.67451141419576,3257.578207036795,state1
1,0.0,0.0,237.20163615082157,1755.2472794938185,state1
2,0.0,0.0,321.58991209955934,1908.2010296509056,state1
3,0.0,0.0,350.59838195693794,1945.1209003784784,state1
4,0.0,0.0,471.90652863324846,2061.154779807993,state1
5,0.0,0.0,1183.9326069507233,2311.682474030808,state1
6,0.0,0.0,1357.983426094995,2277.3997369266335,state1
7,0.0,0.0,1455.557370160723,2245.754133445857,state1
8,0.0,0.0,2001.44403020412,1728.875943259838,state1
9,0.0,0.0,2062.0981035422756,1507.3567188944016,state1
10,0.0,0.0,2051.5495690486837,1085.415339150713,state1
11,0.0,0.0,1700.810797136742,621.2798214326555,state1
12,0.0,0.0,1144.3756025997525,412.946265184209,state1
13,0.0,0.0,899.1221756237335,452.5032695351798,state1
14,0.0,0.0,867.4765721429568,452.5032695351798,state2
15,0.0,0.0,849.0166367791704,470.9632048989662,state1
16,0.0,0.0,656.5058822711123,552.7143472243059,state1
17,0.0,1.0,134.35342483829749,1639.213400064304,state1
18,0.0,1.0,160.724761072278,1781.6186157277994,state1
19,0.0,1.0,954.5019817150925,2448.813422447507,state1
20,0.0,1.0,1394.9032968225677,2438.2648879539147,state1
21,0.0,1.0,1439.7345684203347,2435.627754330517,state1
22,0.0,1.0,1719.2707325005283,2266.851202433041,state1
23,0.0,1.0,1745.642068734509,2229.9313317054684,state1
24,0.0,1.0,1822.1189438130525,2161.365857497119,state1
25,0.0,1.0,1880.1358835278097,2087.5261160419736,state1
26,0.0,1.0,1914.4186206319844,2034.7834435740124,state1
27,0.0,1.0,1932.8785559957707,2024.23490908042,state1
28,0.0,1.0,2088.4694397762564,1509.9938525177995,state1
29,0.0,1.0,2101.6551078932466,1409.7827748286736,state1
30,0.0,1.0,1732.4564006175187,695.119562887801,state1
31,0.0,1.0,1553.131314226451,555.351480847704,state1
32,0.0,1.0,1328.9749562376162,507.8830756265389,state1
33,0.0,1.0,1133.8270681061601,486.7860066393547,state1
34,0.0,1.0,1091.6329301317912,486.7860066393547,state1
35,0.0,1.0,899.1221756237335,489.42314026275255,state1
36,0.0,1.0,342.6869810867438,850.7104466682862,state1
37,0.0,2.0,659.1430158945104,2359.150879251973,state1
38,0.0,2.0,1299.9664863802377,2406.619284473138,state1
39,0.0,2.0,1336.8863571078105,2388.1593491093518,state1
40,0.0,2.0,1500.3886417584897,2322.2310085244003,state1
41,0.0,2.0,1603.236853071014,2243.1169998224586,state1
42,0.0,2.0,1687.6251290197517,2187.7371937310995,state1
43,0.0,2.0,1782.5619394620817,2092.80038328877,state1
44,0.0,2.0,1932.8785559957707,1834.3612881957602,state1
45,0.0,2.0,1946.064224112761,1800.0785510915857,state1
46,0.0,2.0,1956.6127586063533,1684.0446716620713,state1
47,0.0,2.0,1967.1612930999456,1657.6733354280905,state1
48,0.0,2.0,1982.9840948403337,1330.668766126732,state1
49,0.0,2.0,1911.7814870085865,1095.9638736443053,state1
50,0.0,2.0,1803.6590084492661,908.7273863830434,state1
51,0.0,2.0,1648.068124668781,721.4908991217814,state1
52,0.0,2.0,1339.5234907312085,568.5371489646942,state1
53,0.0,2.0,1260.4094820292669,547.4400799775098,state1
54,0.0,2.0,1210.3039431847037,544.8029463541119,state1
55,0.0,2.0,1059.9873266510147,536.8915454839176,state1
56,0.0,2.0,619.5860115435396,621.2798214326555,state1
57,0.0,2.0,432.3495242822776,742.5879681089658,state1
58,0.0,2.0,289.9443086187827,892.9045846426549,state1
59,0.0,2.0,218.7417007870352,982.5671278381889,state1
60,0.0,2.0,144.9019593318897,1172.4407487228486,state1
61,0.0,2.0,126.4420239681033,1272.6518264119745,state1
62,0.0,3.0,115.89348947451107,1531.0909215049842,state1
63,0.0,3.0,471.90652863324846,2277.3997369266335,state1
64,0.0,3.0,661.7801495179085,2396.070749979546,state1
65,0.0,3.0,1576.8655168370335,2348.6023447583807,state1
66,0.0,3.0,1640.1567237985867,2285.3111377968276,state1
67,0.0,3.0,1764.1020040982953,2179.8257928609055,state1
68,0.0,3.0,1848.4902800470331,2045.3319780676047,state2
69,0.0,3.0,2009.3554310743145,1665.584736298285,state1
70,0.0,3.0,2009.3554310743145,1591.7449948431395,state1
71,0.0,3.0,1252.4980811590726,563.2628817178983,state1
72,0.0,3.0,1165.472671586937,552.7143472243059,state1
73,0.0,3.0,727.7084901028599,608.094153315665,state1
74,0.0,3.0,216.10456716363717,1085.415339150713,state1
75,0.0,4.0,142.26482570849163,1272.6518264119745,state1
76,0.0,4.0,134.35342483829749,1409.7827748286736,state1
77,0.0,4.0,577.3918735691707,2203.559995471488,state1
78,0.0,4.0,1371.169094211985,2311.682474030808,state1
79,0.0,4.0,1927.6042887489748,1963.5808357422648,state1
80,0.0,4.0,2135.9378449974215,1262.1032919183826,state1
81,0.0,4.0,1764.1020040982953,608.094153315665,state1
82,0.0,4.0,1740.3678014877128,579.0856834582866,state1
83,0.0,4.0,1442.3717020437327,426.1319333011994,state1
84,0.0,4.0,1276.2322837696552,410.3091315608109,state1
85,0.0,5.0,55.239416136355814,1465.1625809200327,state1
86,0.0,5.0,81.61075237033636,1686.6818052854692,state1
87,0.0,5.0,345.3241147101418,2140.2687885099344,state1
88,0.0,5.0,485.09219675023877,2261.576935186245,state1
89,0.0,5.0,735.619890973054,2372.3365473689632,state1
90,0.0,5.0,827.919567791986,2380.2479482391577,state1
91,0.0,5.0,933.404912727908,2414.530685343332,state1
92,0.0,5.0,1073.1729947680049,2411.8935517199343,state1
93,0.0,5.0,1218.215344054898,2388.1593491093518,state1
94,0.0,5.0,1379.0804950821794,2327.5052757711965,state1
95,0.0,5.0,1716.6335988771302,2063.791913431391,state1
96,0.0,5.0,1814.2075429428585,990.4785287083829,state1
97,0.0,5.0,1753.5534696047032,884.9931837724608,state1
98,0.0,5.0,1640.1567237985867,768.9593043429464,state1
99,0.0,5.0,1605.873986694412,737.3137008621699,state1
100,0.0,5.0,1579.5026504604316,710.9423646281892,state1
101,0.0,5.0,1492.4772408882957,631.8283559262476,state1
102,0.0,5.0,466.6322613864524,671.3853602772184,state2
103,1.0,0.0,136.9905584616955,1375.5000377244987,state2
104,1.0,0.0,134.35342483829749,1404.5085075818774,state2
105,1.0,0.0,139.6276920850936,1552.1879904921684,state2
106,1.0,0.0,152.81336020208386,1610.2049302069258,state2
107,1.0,0.0,208.19316629344297,1739.4244777534304,state2
108,1.0,0.0,922.8563782343159,2343.328077511585,state2
109,1.0,0.0,1152.2870034699465,2348.6023447583807,state2
110,1.0,0.0,1218.215344054898,2338.053810264789,state2
111,1.0,0.0,1539.9456461094605,2237.8427325756625,state2
112,1.0,0.0,1874.8616162810135,2008.412107340032,state2
113,1.0,0.0,1898.595818891596,1976.7665038592554,state2
114,1.0,0.0,2043.638168178489,1175.077882346247,state2
115,1.0,0.0,2035.726767308295,1140.795145242072,state2
116,1.0,0.0,1961.8870258531495,1003.6641968253733,state2
117,1.0,0.0,1880.1358835278097,811.1534423173154,state2
118,1.0,0.0,1761.4648704748972,671.3853602772184,state2
119,1.0,0.0,1331.6120898610143,431.40620054799535,state2
120,1.0,0.0,1297.3293527568396,423.4947996778013,state2
121,1.0,0.0,524.6492011012097,584.3599507050825,state2
122,1.0,0.0,300.49284311237494,842.7990457980919,state2
