2313.1,105.35,6.9367,4.4706,2.0346,8.1765,2.7667,1791,76,139,0.15309,0.019913,0.013144,0.0035855,17
3104.6,57.353,5.8088,10.471,2.918,10.941,3.5084,975,178,186,0.071015,0.010606,0.037053,0.0066258,17
3904.9,41.471,4.8749,13.353,3.5872,12.765,3.3825,705,227,217,0.04845,0.01218,0.053364,0.0076571,17
4662.3,32.824,5.8974,16.706,5.022,8.8235,3.5042,558,284,150,0.020248,0.0065271,0.056068,0.0097712,17
5391.1,29.118,4.6352,19.647,4.2711,5.5294,2.0651,495,334,94,0.0098459,0.0047963,0.055994,0.0095441,17
6157.8,24.647,4.3148,19.118,3.1,2.7647,1.7511,419,325,47,0.0057171,0.0031456,0.060464,0.010336,17
6729.5,22.588,4.1542,19,3.6056,2.4118,1.9704,384,323,41,0.0031179,0.0018196,0.05865,0.010701,17
7349.1,19.824,3.9248,18.471,3.7269,1.0588,0.82694,337,314,18,0.0011573,0.00083197,0.057909,0.011112,17
7998.8,17.765,3.3077,16.824,3.3022,0.58824,0.93934,302,286,10,0.00093497,0.0010141,0.049063,0.012354,17
