2447.5,98.6,7.9246,98.4,7.8613,0.2,0.44721,493,492,1,3.8722e-05,8.6585e-05,0.18278,0.018092,5
3284.9,58.2,5.2631,58.2,5.2631,0,0,291,291,0,0,0,0.13472,0.017709,5
4141,44.6,4.669,44.6,4.669,0,0,223,223,0,0,0,0.12289,0.014412,5
4955.8,39.2,4.6583,39.2,4.6583,0,0,196,196,0,0.00019264,0.00043076,0.11257,0.011445,5
5731,37.2,4.3243,37.2,4.3243,0,0,186,186,0,0,0,0.10074,0.0096434,5
6484.5,31.4,3.2094,31.4,3.2094,0,0,157,157,0,0,0,0.091122,0.0078091,5
7102.8,28.6,2.7019,28.6,2.7019,0,0,143,143,0,0,0,0.071338,0.0071894,5
7745.7,25.6,1.8166,25.6,1.8166,0,0,128,128,0,0,0,0.061151,0.0088302,5
8460.9,23,2.9155,23,2.9155,0,0,115,115,0,0,0,0.04158,0.0089133,5
